Rk,Date,G#,Week,Age,Tm,Home,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD.1,Pts,Fmb,FL,FF,FR,Yds.1,TD.2,Num,Pct,Num.1,Pct.1,Num.2,Pct.2,Position,Player,FantPos,Sk,Solo,Ast,Comb,TFL,QBHits,Status,Attempts,Y/A,Yds.2,TD.3,2PM,Cmp,Att.1,Cmp%,Int,Rate,Yds.3,Y/A.1,AY/A,Rt,Yds.4,Y/Rt,TD.4,Sk.1,Yds.5,TD.5
7.0,2024-10-20,7.0,7.0,26.349,WAS,Yes,CAR,W 40-7,,,,,,,0.0%,,,,,,,,,,29.0,42%,0.0,0%,11.0,42%,TE,John Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,26.356,WAS,Yes,CHI,W 18-15,,2.0,1.0,20.0,20.0,0.0,50.0%,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,,25.0,34%,0.0,0%,13.0,50%,TE,John Bates,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,26.363,WAS,No,NYG,W 27-22,*,,,,,,0.0%,,,,,,,,,,32.0,52%,0.0,0%,12.0,55%,TE,John Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,27.004,WAS,Yes,PIT,L 27-28,,,,,,,0.0%,,,,,,,,,,23.0,36%,0.0,0%,16.0,50%,TE,John Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-14,11.0,11.0,27.008,WAS,No,PHI,L 18-26,,3.0,2.0,17.0,8.5,0.0,66.7%,5.67,0.0,,0.0,0.0,0.0,0.0,0.0,,20.0,30%,0.0,0%,13.0,48%,TE,John Bates,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
12.0,2024-11-24,12.0,12.0,27.018,WAS,Yes,DAL,L 26-34,*,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,0.0,,1.0,1.0,0.0,0.0,0.0,,29.0,41%,0.0,0%,18.0,47%,TE,John Bates,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-01,13.0,13.0,27.025,WAS,Yes,TEN,W 42-19,*,,,,,,0.0%,,,,,,,,,,53.0,64%,0.0,0%,14.0,50%,TE,John Bates,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,27.039,WAS,No,NOR,W 20-19,*,1.0,1.0,6.0,6.0,0.0,100.0%,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,,42.0,54%,0.0,0%,13.0,52%,TE,John Bates,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,27.046,WAS,Yes,PHI,W 36-33,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,24.0,35%,0.0,0%,14.0,44%,TE,John Bates,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,27.053,WAS,Yes,ATL,W 30-24,,1.0,1.0,14.0,14.0,0.0,100.0%,14.0,0.0,,0.0,0.0,0.0,0.0,0.0,,43.0,52%,0.0,0%,13.0,48%,TE,John Bates,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,24.232,GNB,No,JAX,W 30-27,,,,,,,0.0%,,,,,,,,,,6.0,9%,0.0,0%,6.0,18%,TE,John FitzPatrick,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,24.239,GNB,Yes,DET,L 14-24,,,,,,,0.0%,,,,,,,,,,1.0,2%,0.0,0%,5.0,23%,TE,John FitzPatrick,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,24.253,GNB,No,CHI,W 20-19,,,,,,,0.0%,,,,,,,,,,3.0,7%,0.0,0%,5.0,28%,TE,John FitzPatrick,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,24.26,GNB,Yes,SFO,W 38-10,,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,,,,,,,,,14.0,19%,0.0,0%,4.0,16%,TE,John FitzPatrick,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-05,13.0,14.0,24.271,GNB,No,DET,L 31-34,,,,,,,0.0%,,,,,,,,,,6.0,12%,0.0,0%,5.0,18%,TE,John FitzPatrick,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,24.281,GNB,No,SEA,W 30-13,,,,,,,0.0%,,,,,,,,,,9.0,14%,0.0,0%,4.0,14%,TE,John FitzPatrick,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-23,15.0,16.0,24.289,GNB,Yes,NOR,W 34-0,,,,,,,0.0%,,,,,,,,,,26.0,38%,0.0,0%,1.0,5%,TE,John FitzPatrick,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,24.295,GNB,No,MIN,L 25-27,,,,,,,0.0%,,,,,,,,,,3.0,5%,0.0,0%,8.0,30%,TE,John FitzPatrick,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,26.027,LVR,Yes,CLE,W 20-16,,,,,,,0.0%,,,,,,,,,,5.0,8%,0.0,0%,12.0,46%,TE,John Samuel Shenker,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,26.034,LVR,No,DEN,L 18-34,,0.0,0.0,0.0,,0.0,0.0%,,,,,,,,,,10.0,14%,0.0,0%,15.0,50%,TE,John Samuel Shenker,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,26.041,LVR,Yes,PIT,L 13-32,,,,,,,0.0%,,,,,,,,,,8.0,13%,0.0,0%,15.0,60%,TE,John Samuel Shenker,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,26.048,LVR,No,LAR,L 15-20,,,,,,,0.0%,,,,,,,,,,14.0,18%,0.0,0%,11.0,39%,TE,John Samuel Shenker,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,26.055,LVR,Yes,KAN,L 20-27,,1.0,1.0,7.0,7.0,0.0,100.0%,7.0,,,,,,,,,23.0,40%,0.0,0%,10.0,42%,TE,John Samuel Shenker,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-22,15.0,16.0,26.111,LVR,Yes,JAX,W 19-14,,0.0,0.0,0.0,,0.0,0.0%,,,,,,,,,,1.0,1%,0.0,0%,15.0,56%,TE,John Samuel Shenker,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-29,16.0,17.0,26.118,LVR,No,NOR,W 25-10,,,,,,,0.0%,,,,,,,,,,4.0,5%,0.0,0%,20.0,71%,TE,John Samuel Shenker,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,29.017,MIA,Yes,JAX,W 20-17,,2.0,1.0,7.0,7.0,0.0,50.0%,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
2.0,2024-09-12,2.0,2.0,29.021,MIA,Yes,BUF,L 10-31,,7.0,6.0,53.0,8.83,0.0,85.7%,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,42%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,29.031,MIA,No,SEA,L 3-24,,3.0,2.0,18.0,9.0,0.0,66.7%,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,38%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
4.0,2024-09-30,4.0,4.0,29.039,MIA,Yes,TEN,L 12-31,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,42%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,29.045,MIA,No,NWE,W 15-10,,8.0,5.0,62.0,12.4,0.0,62.5%,7.75,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,32.0,41%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,1.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,
6.0,2024-10-20,6.0,7.0,29.059,MIA,No,IND,L 10-16,,7.0,7.0,96.0,13.71,1.0,100.0%,13.71,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,49%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
7.0,2024-10-27,7.0,8.0,29.066,MIA,Yes,ARI,L 27-28,*,6.0,4.0,20.0,5.0,0.0,66.7%,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,66%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
8.0,2024-11-03,8.0,9.0,29.073,MIA,No,BUF,L 27-30,*,6.0,5.0,46.0,9.2,0.0,83.3%,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,69%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
9.0,2024-11-11,9.0,10.0,29.081,MIA,No,LAR,W 23-15,,4.0,3.0,45.0,15.0,0.0,75.0%,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,43%,0.0,0%,1.0,4%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,29.087,MIA,Yes,LVR,W 34-19,,8.0,6.0,101.0,16.83,2.0,75.0%,12.63,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,81%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,29.094,MIA,Yes,NWE,W 34-15,*,11.0,9.0,87.0,9.67,1.0,81.8%,7.91,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,69%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
12.0,2024-11-28,12.0,13.0,29.098,MIA,No,GNB,L 17-30,*,11.0,10.0,113.0,11.3,0.0,90.9%,10.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,72%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,29.108,MIA,Yes,NYJ,W 32-26,,4.0,3.0,44.0,14.67,1.0,75.0%,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,64%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,29.115,MIA,No,HOU,L 12-20,,11.0,9.0,48.0,5.33,1.0,81.8%,4.36,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,66%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,29.122,MIA,Yes,SFO,W 29-17,*,6.0,6.0,62.0,10.33,0.0,100.0%,10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,55%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,29.129,MIA,No,CLE,W 20-3,,4.0,3.0,26.0,8.67,1.0,75.0%,6.5,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,48%,0.0,0%,0.0,0%,TE,Jonnu Smith,TE,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,32.142,CLE,Yes,DAL,L 17-33,,4.0,3.0,27.0,9.0,0.0,75.0%,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,57%,0.0,0%,19.0,53%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,32.149,CLE,No,JAX,W 18-13,,1.0,1.0,10.0,10.0,0.0,100.0%,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,49%,0.0,0%,9.0,33%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,32.156,CLE,Yes,NYG,L 15-21,*,7.0,4.0,29.0,7.25,0.0,57.1%,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,67%,0.0,0%,4.0,15%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,32.163,CLE,No,LVR,L 16-20,*,2.0,1.0,10.0,10.0,0.0,50.0%,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,47%,0.0,0%,8.0,31%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,32.17,CLE,No,WAS,L 13-34,,3.0,3.0,22.0,7.33,1.0,100.0%,7.33,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32%,0.0,0%,4.0,13%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,32.177,CLE,No,PHI,L 16-20,,,,,,,0.0%,,0.0,0.0,,,,,,,5.0,9%,0.0,0%,10.0,37%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,32.184,CLE,Yes,CIN,L 14-21,,4.0,4.0,42.0,10.5,0.0,100.0%,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21%,0.0,0%,14.0,50%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,32.191,CLE,Yes,BAL,W 29-24,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22%,0.0,0%,10.0,34%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,32.198,CLE,Yes,LAC,L 10-27,,4.0,3.0,32.0,10.67,0.0,75.0%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32%,0.0,0%,14.0,48%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,32.212,CLE,No,NOR,L 14-35,,4.0,1.0,19.0,19.0,0.0,25.0%,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22%,0.0,0%,9.0,36%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-21,11.0,12.0,32.216,CLE,Yes,PIT,W 24-19,,4.0,3.0,38.0,12.67,0.0,75.0%,9.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,41%,0.0,0%,10.0,50%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-02,12.0,13.0,32.227,CLE,No,DEN,L 32-41,*,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23%,0.0,0%,19.0,51%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,32.233,CLE,No,PIT,L 14-27,,1.0,1.0,14.0,14.0,0.0,100.0%,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18%,0.0,0%,15.0,52%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,32.24,CLE,Yes,KAN,L 7-21,*,4.0,3.0,30.0,10.0,0.0,75.0%,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,53%,0.0,0%,1.0,4%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,32.247,CLE,No,CIN,L 6-24,,2.0,1.0,8.0,8.0,0.0,50.0%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,47%,0.0,0%,1.0,5%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,32.254,CLE,Yes,MIA,L 3-20,*,8.0,6.0,49.0,8.17,0.0,75.0%,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,56%,0.0,0%,1.0,4%,TE,Jordan Akins,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,32.054,CAR,No,NOR,L 10-47,*,,,,,,,,,,,,,,,,20.0,34%,0.0,0%,5.0,17%,TE,Jordan Matthews,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,32.061,CAR,Yes,LAC,L 3-26,,,,,,,,,,,,,,,,,4.0,8%,0.0,0%,13.0,55%,TE,Jordan Matthews,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,32.11,CAR,Yes,NOR,W 23-22,,,,,,,,,,,,,,,,,2.0,4%,0.0,0%,22.0,76%,TE,Jordan Matthews,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,32.117,CAR,Yes,NYG,W 20-17,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,21.0,70%,TE,Jordan Matthews,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,27.171,MIN,No,NYG,W 28-6,*,2.0,2.0,27.0,13.5,0.0,100.0%,13.5,0.0,0.0,,,,,,,26.0,47%,0.0,0%,7.0,29%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,27.178,MIN,Yes,SFO,W 23-17,*,,,,,,0.0%,,0.0,0.0,,,,,,,29.0,54%,0.0,0%,9.0,39%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,27.185,MIN,Yes,HOU,W 34-7,*,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,31.0,49%,0.0,0%,8.0,31%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,27.192,MIN,No,GNB,W 31-29,*,2.0,2.0,10.0,5.0,1.0,100.0%,5.0,1.0,6.0,,,,,,,46.0,68%,0.0,0%,3.0,10%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,27.199,MIN,Yes,NYJ,W 23-17,*,,,,,,0.0%,,0.0,0.0,,,,,,,45.0,62%,0.0,0%,4.0,14%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-20,6.0,7.0,27.213,MIN,Yes,DET,L 29-31,*,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,0.0,0.0,,,,,,,35.0,58%,0.0,0%,6.0,19%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-24,7.0,8.0,27.217,MIN,No,LAR,L 20-30,*,2.0,2.0,30.0,15.0,1.0,100.0%,15.0,1.0,6.0,,,,,,,35.0,70%,0.0,0%,5.0,20%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-11-03,8.0,9.0,27.227,MIN,Yes,IND,W 21-13,*,5.0,5.0,58.0,11.6,1.0,100.0%,11.6,1.0,6.0,,,,,,,41.0,56%,0.0,0%,8.0,36%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-10,9.0,10.0,27.234,MIN,No,JAX,W 12-7,*,6.0,4.0,52.0,13.0,0.0,66.7%,8.67,0.0,0.0,,,,,,,57.0,68%,0.0,0%,6.0,32%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,27.241,MIN,No,TEN,W 23-13,*,3.0,3.0,34.0,11.33,0.0,100.0%,11.33,0.0,0.0,,,,,,,41.0,56%,0.0,0%,8.0,31%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,27.262,MIN,Yes,ATL,W 42-21,,2.0,1.0,26.0,26.0,0.0,50.0%,13.0,0.0,0.0,,,,,,,30.0,50%,0.0,0%,13.0,48%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-16,14.0,15.0,27.27,MIN,Yes,CHI,W 30-12,,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,,,,,,,36.0,47%,0.0,0%,10.0,37%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,27.276,MIN,No,SEA,W 27-24,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,31.0,47%,0.0,0%,10.0,30%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,27.283,MIN,Yes,GNB,W 27-25,*,,,,,,0.0%,,0.0,0.0,,,,,,,39.0,54%,0.0,0%,13.0,48%,TE,Josh Oliver,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,25.0,TEN,No,CHI,L 17-24,,,,,,,0.0%,,0.0,0.0,,,,,,,18.0,28%,0.0,0%,6.0,21%,TE,Josh Whyle,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,25.007,TEN,Yes,NYJ,L 17-24,,2.0,2.0,13.0,6.5,0.0,100.0%,6.5,0.0,0.0,,,,,,,28.0,42%,0.0,0%,5.0,19%,TE,Josh Whyle,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,25.014,TEN,Yes,GNB,L 14-30,*,5.0,4.0,43.0,10.75,0.0,80.0%,8.6,0.0,0.0,,,,,,,25.0,46%,0.0,0%,7.0,25%,TE,Josh Whyle,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-30,4.0,4.0,25.022,TEN,No,MIA,W 31-12,,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,0.0,0.0,,,,,,,35.0,54%,0.0,0%,2.0,6%,TE,Josh Whyle,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-13,5.0,6.0,25.035,TEN,Yes,IND,L 17-20,*,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,0.0,0.0,,,,,,,23.0,40%,0.0,0%,5.0,19%,TE,Josh Whyle,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-20,6.0,7.0,25.042,TEN,No,BUF,L 10-34,*,4.0,3.0,34.0,11.33,0.0,75.0%,8.5,0.0,0.0,,,,,,,26.0,36%,0.0,0%,5.0,18%,TE,Josh Whyle,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-27,7.0,8.0,25.049,TEN,No,DET,L 14-52,*,2.0,2.0,33.0,16.5,0.0,100.0%,16.5,0.0,0.0,,,,,,,31.0,41%,0.0,0%,5.0,15%,TE,Josh Whyle,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-11-03,8.0,9.0,25.056,TEN,Yes,NWE,W 20-17,,2.0,1.0,12.0,12.0,0.0,50.0%,6.0,0.0,0.0,,,,,,,12.0,16%,0.0,0%,5.0,19%,TE,Josh Whyle,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-10,9.0,10.0,25.063,TEN,No,LAC,L 17-27,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,22.0,41%,0.0,0%,4.0,15%,TE,Josh Whyle,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,25.07,TEN,Yes,MIN,L 13-23,,1.0,1.0,6.0,6.0,0.0,100.0%,6.0,0.0,0.0,,,,,,,14.0,24%,0.0,0%,5.0,19%,TE,Josh Whyle,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,25.077,TEN,No,HOU,W 32-27,,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,,,,,,,22.0,33%,0.0,0%,6.0,17%,TE,Josh Whyle,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,25.084,TEN,No,WAS,L 19-42,,3.0,1.0,3.0,3.0,0.0,33.3%,1.0,0.0,0.0,,,,,,,12.0,22%,0.0,0%,5.0,18%,TE,Josh Whyle,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,25.091,TEN,Yes,JAX,L 6-10,,2.0,2.0,31.0,15.5,0.0,100.0%,15.5,0.0,0.0,,,,,,,5.0,8%,0.0,0%,3.0,17%,TE,Josh Whyle,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,25.098,TEN,Yes,CIN,L 27-37,,5.0,5.0,37.0,7.4,1.0,100.0%,7.4,1.0,6.0,,,,,,,18.0,26%,0.0,0%,1.0,5%,TE,Josh Whyle,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
