Rk,Date,G#,Week,Age,Tm,Home,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD.1,Pts,Fmb,FL,FF,FR,Yds.1,TD.2,Num,Pct,Num.1,Pct.1,Num.2,Pct.2,Position,Player,FantPos,Sk,Solo,Ast,Comb,TFL,QBHits,Status,Attempts,Y/A,Yds.2,TD.3,2PM,Cmp,Att.1,Cmp%,Int,Rate,Yds.3,Y/A.1,AY/A,Rt,Yds.4,Y/Rt,TD.4,Sk.1,Yds.5,TD.5
1.0,2024-09-08,1.0,1.0,27.216,DEN,No,SEA,L 20-26,*,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,24.0,35%,0.0,0%,8.0,24%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,27.223,DEN,Yes,PIT,L 6-13,*,,,,,,0.0%,,0.0,0.0,,,,,,,25.0,41%,0.0,0%,3.0,12%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,27.23,DEN,No,TAM,W 26-7,*,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,68%,0.0,0%,2.0,9%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,27.237,DEN,No,NYJ,W 10-9,*,,,,,,0.0%,,0.0,0.0,,,,,,,28.0,46%,0.0,0%,3.0,11%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,27.244,DEN,Yes,LVR,W 34-18,*,1.0,1.0,19.0,19.0,0.0,100.0%,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,54%,0.0,0%,4.0,13%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,27.251,DEN,Yes,LAC,L 16-23,*,,,,,,0.0%,,0.0,0.0,,,,,,,17.0,31%,0.0,0%,6.0,22%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-17,7.0,7.0,27.255,DEN,No,NOR,W 33-10,,3.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,62%,0.0,0%,3.0,10%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,27.265,DEN,Yes,CAR,W 28-14,*,4.0,4.0,85.0,21.25,1.0,100.0%,21.25,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,56%,0.0,0%,3.0,13%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,27.272,DEN,No,BAL,L 10-41,*,1.0,1.0,4.0,4.0,0.0,100.0%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,61%,0.0,0%,8.0,32%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,27.279,DEN,No,KAN,L 14-16,*,1.0,1.0,34.0,34.0,0.0,100.0%,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,59%,0.0,0%,5.0,20%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-17,11.0,11.0,27.286,DEN,Yes,ATL,W 38-6,*,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,60%,0.0,0%,3.0,12%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-11-24,12.0,12.0,27.293,DEN,No,LVR,W 29-19,,2.0,1.0,3.0,3.0,0.0,50.0%,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,53%,0.0,0%,5.0,15%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-02,13.0,13.0,27.301,DEN,Yes,CLE,W 41-32,*,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,56%,0.0,0%,6.0,16%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,27.314,DEN,Yes,IND,W 31-13,,2.0,2.0,20.0,10.0,1.0,100.0%,10.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,43%,0.0,0%,4.0,13%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-19,15.0,16.0,27.318,DEN,No,LAC,L 27-34,*,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,44%,0.0,0%,7.0,24%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-28,16.0,17.0,27.327,DEN,No,CIN,L 24-30,*,3.0,1.0,5.0,5.0,0.0,33.3%,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,48%,0.0,0%,5.0,20%,TE,Adam Trautman,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,22.128,SEA,Yes,DEN,W 26-20,,,,,,,0.0%,,0.0,0.0,,,,,,,32.0,48%,0.0,0%,9.0,26%,TE,AJ Barner,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,22.135,SEA,No,NWE,W 23-20,,,,,,,0.0%,,0.0,0.0,,,,,,,25.0,36%,0.0,0%,10.0,32%,TE,AJ Barner,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,22.142,SEA,Yes,MIA,W 24-3,*,3.0,3.0,13.0,4.33,0.0,100.0%,4.33,0.0,0.0,,,,,,,18.0,28%,0.0,0%,10.0,37%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-30,4.0,4.0,22.15,SEA,No,DET,L 29-42,,2.0,2.0,27.0,13.5,1.0,100.0%,13.5,1.0,6.0,,,,,,,35.0,39%,0.0,0%,4.0,14%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,22.156,SEA,Yes,NYG,L 20-29,,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,0.0,0.0,,,,,,,15.0,26%,0.0,0%,12.0,40%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-10,6.0,6.0,22.16,SEA,Yes,SFO,L 24-36,*,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,0.0,0.0,,,,,,,24.0,31%,0.0,0%,12.0,40%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,22.17,SEA,No,ATL,W 34-14,,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,0.0,0.0,,,,,,,24.0,40%,0.0,0%,9.0,35%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,22.177,SEA,Yes,BUF,L 10-31,,2.0,2.0,34.0,17.0,0.0,100.0%,17.0,0.0,0.0,,,,,,,19.0,37%,0.0,0%,8.0,35%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,22.184,SEA,Yes,LAR,L 20-26,*,7.0,4.0,27.0,6.75,0.0,57.1%,3.86,0.0,0.0,,,,,,,73.0,91%,0.0,0%,3.0,9%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,22.198,SEA,No,SFO,W 20-17,*,4.0,2.0,15.0,7.5,0.0,50.0%,3.75,0.0,0.0,,,,,,,51.0,85%,0.0,0%,4.0,19%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,22.205,SEA,Yes,ARI,W 16-6,*,4.0,3.0,19.0,6.33,0.0,75.0%,4.75,0.0,0.0,,,,,,,54.0,84%,0.0,0%,3.0,13%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,22.212,SEA,No,NYJ,W 26-21,,2.0,2.0,14.0,7.0,1.0,100.0%,7.0,1.0,6.0,,,,,,,26.0,41%,0.0,0%,5.0,21%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,22.219,SEA,No,ARI,W 30-18,,1.0,1.0,13.0,13.0,0.0,100.0%,13.0,0.0,0.0,,,,,,,24.0,38%,0.0,0%,15.0,52%,TE,AJ Barner,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,22.226,SEA,Yes,GNB,L 13-30,,3.0,1.0,5.0,5.0,0.0,33.3%,1.67,0.0,0.0,,,,,,,17.0,29%,0.0,0%,15.0,52%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,22.233,SEA,Yes,MIN,L 24-27,*,2.0,2.0,13.0,6.5,1.0,100.0%,6.5,1.0,6.0,,,,,,,19.0,30%,0.0,0%,17.0,52%,TE,AJ Barner,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-26,16.0,17.0,22.237,SEA,No,CHI,W 6-3,,,,,,,0.0%,,0.0,0.0,,,,,,,14.0,27%,0.0,0%,10.0,48%,TE,AJ Barner,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,28.144,GNB,No,LAR,W 24-19,,,,,,,,,,,,,,,,,3.0,5%,0.0,0%,5.0,23%,TE,Andrew Beck,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,28.151,GNB,Yes,ARI,W 34-13,,,,,,,,,,,,,,,,,7.0,10%,0.0,0%,5.0,19%,TE,Andrew Beck,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,28.158,GNB,Yes,HOU,W 24-22,,,,,,,,,,,,,,,,,5.0,9%,0.0,0%,7.0,24%,TE,Andrew Beck,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-12-21,15.0,16.0,28.22,HOU,No,KAN,L 19-27,,,,,,,,,,,,,,,,,12.0,20%,0.0,0%,0.0,0%,TE,Andrew Beck,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,26.042,IND,Yes,HOU,L 27-29,,,,,,,0.0%,,0.0,0.0,,,,,,,12.0,27%,0.0,0%,13.0,52%,TE,Andrew Ogletree,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,26.049,IND,No,GNB,L 10-16,*,2.0,1.0,12.0,12.0,0.0,50.0%,6.0,0.0,0.0,,,,,,,14.0,25%,0.0,0%,12.0,55%,TE,Andrew Ogletree,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,26.056,IND,Yes,CHI,W 21-16,,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,,,,,,,20.0,36%,0.0,0%,12.0,52%,TE,Andrew Ogletree,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,26.063,IND,Yes,PIT,W 27-24,,1.0,1.0,15.0,15.0,1.0,100.0%,15.0,1.0,6.0,,,,,,,24.0,36%,0.0,0%,14.0,52%,TE,Andrew Ogletree,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,26.07,IND,No,JAX,L 34-37,,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,0.0,0.0,,,,,,,26.0,37%,0.0,0%,18.0,53%,TE,Andrew Ogletree,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,26.077,IND,No,TEN,W 20-17,,2.0,2.0,24.0,12.0,0.0,100.0%,12.0,0.0,0.0,,,,,,,21.0,30%,0.0,0%,13.0,50%,TE,Andrew Ogletree,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,26.084,IND,Yes,MIA,W 16-10,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,25.0,40%,0.0,0%,14.0,52%,TE,Andrew Ogletree,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,26.091,IND,No,HOU,L 20-23,*,,,,,,0.0%,,0.0,0.0,,,,,,,18.0,28%,0.0,0%,17.0,52%,TE,Andrew Ogletree,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,26.098,IND,No,MIN,L 13-21,,,,,,,0.0%,,0.0,0.0,,,,,,,32.0,59%,0.0,0%,12.0,55%,TE,Andrew Ogletree,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,26.105,IND,Yes,BUF,L 20-30,,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,0.0,0.0,,,,,,,22.0,34%,0.0,0%,12.0,48%,TE,Andrew Ogletree,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-17,11.0,11.0,26.112,IND,No,NYJ,W 28-27,,1.0,1.0,8.0,8.0,0.0,100.0%,8.0,0.0,0.0,,,,,,,25.0,36%,0.0,0%,10.0,32%,TE,Andrew Ogletree,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
12.0,2024-11-24,12.0,12.0,26.119,IND,Yes,DET,L 6-24,,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,30.0,55%,0.0,0%,11.0,46%,TE,Andrew Ogletree,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-01,13.0,13.0,26.126,IND,No,NWE,W 25-24,*,2.0,1.0,22.0,22.0,0.0,50.0%,11.0,0.0,0.0,,,,,,,32.0,52%,0.0,0%,11.0,48%,TE,Andrew Ogletree,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,26.14,IND,No,DEN,L 13-31,*,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,,,,,,,30.0,39%,0.0,0%,11.0,37%,TE,Andrew Ogletree,TE,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,26.147,IND,Yes,TEN,W 38-30,*,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,,,,,,,35.0,56%,0.0,0%,9.0,30%,TE,Andrew Ogletree,TE,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,26.154,IND,No,NYG,L 33-45,,,,,,,0.0%,,0.0,0.0,,,,,,,41.0,53%,0.0,0%,15.0,47%,TE,Andrew Ogletree,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-09,1.0,1.0,29.203,NYJ,No,SFO,L 19-32,,,,,,,,,,,,,,,,,1.0,2%,0.0,0%,9.0,35%,TE,Anthony Firkser,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-14,6.0,6.0,29.238,NYJ,Yes,BUF,L 20-23,,,,,,,,,,,,,,,,,6.0,10%,0.0,0%,13.0,52%,TE,Anthony Firkser,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,29.244,NYJ,No,PIT,L 15-37,,,,,,,,,,,,,,,,,0.0,0%,0.0,0%,21.0,73%,TE,Anthony Firkser,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,29.251,NYJ,No,NWE,L 22-25,,,,,,,,,,,,,,,,,2.0,3%,0.0,0%,18.0,69%,TE,Anthony Firkser,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-11-29,12.0,13.0,29.284,KAN,Yes,LVR,W 19-17,,,,,,,,,,,,,,,,,7.0,10%,0.0,0%,10.0,32%,TE,Anthony Firkser,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-15,14.0,15.0,29.3,KAN,No,CLE,W 21-7,,,,,,,,,,,,,,,,,9.0,12%,0.0,0%,2.0,8%,TE,Anthony Firkser,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,2024-12-21,15.0,16.0,29.306,KAN,Yes,HOU,W 27-19,,,,,,,,,,,,,,,,,8.0,11%,0.0,0%,15.0,63%,TE,Anthony Firkser,TE,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,29.315,NWE,No,CIN,W 16-10,,4.0,2.0,31.0,15.5,0.0,50.0%,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,55%,0.0,0%,4.0,19%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,29.322,NWE,Yes,SEA,L 20-23,*,1.0,1.0,5.0,5.0,0.0,100.0%,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,54%,0.0,0%,5.0,16%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-19,3.0,3.0,29.326,NWE,No,NYJ,L 3-24,*,4.0,1.0,19.0,19.0,0.0,25.0%,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,58%,0.0,0%,1.0,5%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,29.336,NWE,No,SFO,L 13-30,*,2.0,2.0,13.0,6.5,1.0,100.0%,6.5,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,59%,0.0,0%,3.0,12%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,29.343,NWE,Yes,MIA,L 10-15,*,3.0,1.0,9.0,9.0,0.0,33.3%,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,42%,0.0,0%,3.0,12%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,29.35,NWE,Yes,HOU,L 21-41,,2.0,1.0,5.0,5.0,0.0,50.0%,2.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0,56%,0.0,0%,6.0,18%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,29.357,NWE,No,JAX,L 16-32,*,5.0,4.0,32.0,8.0,0.0,80.0%,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,38%,0.0,0%,2.0,9%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,29.364,NWE,Yes,NYJ,W 25-22,,4.0,3.0,15.0,5.0,0.0,75.0%,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,48%,0.0,0%,3.0,12%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,30.005,NWE,No,TEN,L 17-20,,1.0,1.0,8.0,8.0,0.0,100.0%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,39%,0.0,0%,8.0,31%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,30.012,NWE,No,CHI,W 19-3,*,4.0,3.0,64.0,21.33,0.0,75.0%,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,64%,0.0,0%,6.0,22%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-17,11.0,11.0,30.019,NWE,Yes,LAR,L 22-28,,4.0,4.0,35.0,8.75,0.0,100.0%,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,51%,0.0,0%,5.0,19%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-11-24,12.0,12.0,30.026,NWE,No,MIA,L 15-34,,4.0,4.0,59.0,14.75,1.0,100.0%,14.75,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,38%,0.0,0%,2.0,7%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-01,13.0,13.0,30.033,NWE,Yes,IND,L 24-25,,4.0,4.0,42.0,10.5,1.0,100.0%,10.5,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,36.0,50%,0.0,0%,6.0,26%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,30.047,NWE,No,ARI,L 17-30,*,3.0,3.0,38.0,12.67,0.0,100.0%,12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,61%,0.0,0%,4.0,16%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,30.054,NWE,No,BUF,L 21-24,,5.0,4.0,55.0,13.75,0.0,80.0%,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,68%,0.0,0%,3.0,13%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-28,16.0,17.0,30.06,NWE,Yes,LAC,L 7-40,,3.0,3.0,19.0,6.33,0.0,100.0%,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,45%,0.0,0%,1.0,4%,TE,Austin Hooper,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,24.212,KAN,Yes,LAC,W 19-17,,,,,,,,,,,,,,,,,6.0,9%,0.0,0%,4.0,15%,TE,Baylor Cupp,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-06,1.0,1.0,24.113,GNB,No,PHI,L 29-34,,,,,,,0.0%,,,,,,,,,,1.0,1%,0.0,0%,8.0,26%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,24.122,GNB,Yes,IND,W 16-10,,,,,,,0.0%,,,,,,,,,,6.0,9%,0.0,0%,2.0,9%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,24.129,GNB,No,TEN,W 30-14,,,,,,,0.0%,,,,,,,,,,2.0,3%,0.0,0%,3.0,11%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,24.136,GNB,Yes,MIN,L 29-31,,,,,,,0.0%,,,,,,,,,,2.0,3%,0.0,0%,6.0,21%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,24.143,GNB,No,LAR,W 24-19,,,,,,,0.0%,,,,,,,,,,19.0,32%,0.0,0%,4.0,18%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,24.15,GNB,Yes,ARI,W 34-13,*,2.0,2.0,38.0,19.0,0.0,100.0%,19.0,,,,,,,,,28.0,38%,0.0,0%,4.0,15%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,24.157,GNB,Yes,HOU,W 24-22,*,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,,,,,,,,,16.0,28%,0.0,0%,6.0,21%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,24.164,GNB,No,JAX,W 30-27,*,1.0,0.0,0.0,,0.0,0.0%,0.0,,,,,,,,,25.0,36%,0.0,0%,6.0,18%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,24.171,GNB,Yes,DET,L 14-24,*,,,,,,0.0%,,,,,,,,,,12.0,18%,0.0,0%,5.0,23%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,24.185,GNB,No,CHI,W 20-19,,,,,,,0.0%,,,,,,,,,,17.0,37%,0.0,0%,5.0,28%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,24.192,GNB,Yes,SFO,W 38-10,,,,,,,0.0%,,,,,,,,,,24.0,33%,0.0,0%,3.0,12%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-11-28,12.0,13.0,24.196,GNB,Yes,MIA,W 30-17,*,,,,,,0.0%,,,,,,,,,,15.0,28%,0.0,0%,3.0,13%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-05,13.0,14.0,24.203,GNB,No,DET,L 31-34,,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,,,,,,,,,18.0,36%,0.0,0%,6.0,21%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,24.213,GNB,No,SEA,W 30-13,,,,,,,0.0%,,,,,,,,,,16.0,25%,0.0,0%,5.0,17%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-23,15.0,16.0,24.221,GNB,Yes,NOR,W 34-0,,,,,,,0.0%,,,,,,,,,,13.0,19%,0.0,0%,1.0,5%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,24.227,GNB,No,MIN,L 25-27,,,,,,,0.0%,,,,,,,,,,3.0,5%,0.0,0%,5.0,19%,TE,Ben Sims,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,22.086,WAS,No,TAM,L 20-37,,,,,,,0.0%,,0.0,0.0,,,,,,,13.0,22%,0.0,0%,8.0,30%,TE,Ben Sinnott,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,
