Rk,Date,G#,Week,Age,Tm,Home,Opp,Result,GS,Attempts,Yds,Y/A,TD,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,TD.2,Pts,Fmb,FL,FF,FR,Yds.2,TD.3,Num,Pct,Num.1,Pct.1,Num.2,Pct.2,Position,Player,FantPos,Rt,Y/Rt,Status,2PM,Ret,Yds.3,Y/R.1,TD.4,Sk,Solo,Ast,Comb,TFL,QBHits,Yds.4,TD.5,Cmp,Att.1,Cmp%,Int,Rate,Y/A.1,AY/A
1.0,2024-09-08,1.0,1.0,29.281,MIN,No,NYG,W 28-6,*,14.0,94.0,6.71,1.0,2.0,2.0,15.0,7.5,0.0,100.0%,7.5,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,55%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,29.288,MIN,Yes,SFO,W 23-17,*,9.0,32.0,3.56,0.0,6.0,5.0,36.0,7.2,0.0,83.3%,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,61%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,29.295,MIN,Yes,HOU,W 34-7,*,19.0,102.0,5.37,0.0,6.0,5.0,46.0,9.2,1.0,83.3%,7.67,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,60%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,29.302,MIN,No,GNB,W 31-29,*,22.0,93.0,4.23,0.0,5.0,4.0,46.0,11.5,0.0,80.0%,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,82%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,29.309,MIN,Yes,NYJ,W 23-17,*,7.0,29.0,4.14,0.0,1.0,1.0,24.0,24.0,0.0,100.0%,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-20,6.0,7.0,29.323,MIN,Yes,DET,L 29-31,*,14.0,93.0,6.64,1.0,3.0,3.0,23.0,7.67,0.0,100.0%,7.67,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,72%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-24,7.0,8.0,29.327,MIN,No,LAR,L 20-30,*,19.0,58.0,3.05,0.0,2.0,2.0,37.0,18.5,0.0,100.0%,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,92%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-11-03,8.0,9.0,29.337,MIN,Yes,IND,W 21-13,*,21.0,64.0,3.05,0.0,4.0,4.0,18.0,4.5,0.0,100.0%,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,75%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-10,9.0,10.0,29.344,MIN,No,JAX,W 12-7,*,17.0,88.0,5.18,0.0,3.0,2.0,13.0,6.5,0.0,66.7%,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,52%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,29.351,MIN,No,TEN,W 23-13,*,15.0,39.0,2.6,0.0,1.0,1.0,4.0,4.0,0.0,100.0%,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.0,53%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-24,11.0,12.0,29.358,MIN,No,CHI,W 30-27,*,22.0,106.0,4.82,1.0,4.0,3.0,23.0,7.67,0.0,75.0%,5.75,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0,79%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,29.365,MIN,Yes,ARI,W 23-22,*,5.0,22.0,4.4,0.0,4.0,3.0,6.0,2.0,1.0,75.0%,1.5,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,28.0,53%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,30.006,MIN,Yes,ATL,W 42-21,*,13.0,73.0,5.62,1.0,2.0,2.0,11.0,5.5,0.0,100.0%,5.5,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,63%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-16,14.0,15.0,30.014,MIN,Yes,CHI,W 30-12,*,18.0,86.0,4.78,1.0,3.0,2.0,20.0,10.0,0.0,66.7%,6.67,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,61%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,30.02,MIN,No,SEA,W 27-24,*,18.0,67.0,3.72,0.0,5.0,3.0,26.0,8.67,0.0,60.0%,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,82%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,30.027,MIN,Yes,GNB,W 27-25,*,12.0,47.0,3.92,0.0,5.0,4.0,30.0,7.5,0.0,80.0%,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,51%,0.0,0%,0.0,0%,RB,Aaron Jones,RB,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,24.347,PIT,No,IND,L 24-27,,1.0,5.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,13.0,19%,0.0,0%,6.0,22%,RB,Aaron Shampklin,RB,0.0,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,24.354,PIT,Yes,DAL,L 17-20,,4.0,14.0,3.5,0.0,,,101.0,,0.0,,,,,,,,,,,11.0,19%,0.0,0%,5.0,21%,RB,Aaron Shampklin,RB,4.0,25.25,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,24.361,PIT,No,LVR,W 32-13,,1.0,-2.0,-2.0,0.0,,,0.0,,0.0,,,,,,,,,,,4.0,6%,0.0,0%,2.0,8%,RB,Aaron Shampklin,RB,0.0,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,26.081,LVR,No,LAC,L 10-22,,5.0,19.0,3.8,0.0,6.0,4.0,43.0,10.75,1.0,66.7%,7.17,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,60%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,26.088,LVR,No,BAL,W 26-23,,4.0,1.0,0.25,1.0,0.0,0.0,0.0,,0.0,0.0%,,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22%,0.0,0%,2.0,6%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,26.095,LVR,Yes,CAR,L 22-36,,3.0,7.0,2.33,1.0,3.0,3.0,37.0,12.33,0.0,100.0%,12.33,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,44%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,26.102,LVR,Yes,CLE,W 20-16,,5.0,60.0,12.0,0.0,1.0,0.0,0.0,,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,26.109,LVR,No,DEN,L 18-34,*,15.0,38.0,2.53,0.0,3.0,2.0,23.0,11.5,0.0,66.7%,7.67,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,57%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,1.0,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,26.116,LVR,Yes,PIT,L 13-32,*,14.0,33.0,2.36,1.0,5.0,5.0,32.0,6.4,0.0,100.0%,6.4,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,68%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,26.123,LVR,No,LAR,L 15-20,*,23.0,92.0,4.0,0.0,3.0,3.0,31.0,10.33,0.0,100.0%,10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,70%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,26.13,LVR,Yes,KAN,L 20-27,*,14.0,15.0,1.07,0.0,5.0,5.0,29.0,5.8,0.0,100.0%,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,66%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,26.137,LVR,No,CIN,L 24-41,*,9.0,36.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-17,10.0,11.0,26.151,LVR,No,MIA,L 19-34,,5.0,19.0,3.8,0.0,3.0,3.0,50.0,16.67,0.0,100.0%,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-16,14.0,15.0,26.18,LVR,Yes,ATL,L 9-15,,7.0,21.0,3.0,0.0,4.0,2.0,3.0,1.5,0.0,50.0%,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,33%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
15.0,2024-12-22,15.0,16.0,26.186,LVR,Yes,JAX,W 19-14,*,12.0,27.0,2.25,1.0,7.0,4.0,29.0,7.25,0.0,57.1%,4.14,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,57%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
16.0,2024-12-29,16.0,17.0,26.193,LVR,No,NOR,W 25-10,,10.0,32.0,3.2,0.0,3.0,1.0,6.0,6.0,0.0,33.3%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,31%,0.0,0%,0.0,0%,RB,Alexander Mattison,RB,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,29.045,NOR,Yes,CAR,W 47-10,*,15.0,83.0,5.53,1.0,5.0,5.0,27.0,5.4,0.0,100.0%,5.4,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,52%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,29.052,NOR,No,DAL,W 44-19,*,20.0,115.0,5.75,3.0,3.0,2.0,65.0,32.5,1.0,66.7%,21.67,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,63%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
3.0,2024-09-22,3.0,3.0,29.059,NOR,Yes,PHI,L 12-15,*,26.0,87.0,3.35,0.0,3.0,3.0,40.0,13.33,0.0,100.0%,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,86%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,29.066,NOR,No,ATL,L 24-26,*,19.0,77.0,4.05,1.0,9.0,7.0,42.0,6.0,0.0,77.8%,4.67,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,82%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
5.0,2024-10-07,5.0,5.0,29.074,NOR,No,KAN,L 13-26,*,11.0,26.0,2.36,0.0,8.0,6.0,40.0,6.67,0.0,75.0%,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,89%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,29.08,NOR,Yes,TAM,L 27-51,*,13.0,40.0,3.08,1.0,8.0,5.0,24.0,4.8,0.0,62.5%,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,74%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
7.0,2024-10-17,7.0,7.0,29.084,NOR,Yes,DEN,L 10-33,*,7.0,10.0,1.43,0.0,7.0,6.0,14.0,2.33,0.0,85.7%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,57%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,29.094,NOR,No,LAC,L 8-26,*,10.0,67.0,6.7,0.0,11.0,6.0,55.0,9.17,0.0,54.5%,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,55%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,29.101,NOR,No,CAR,L 22-23,*,29.0,155.0,5.34,0.0,9.0,6.0,60.0,10.0,0.0,66.7%,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,77%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,29.108,NOR,Yes,ATL,W 20-17,*,17.0,55.0,3.24,0.0,6.0,5.0,54.0,10.8,0.0,83.3%,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,81%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
11.0,2024-11-17,11.0,11.0,29.115,NOR,Yes,CLE,W 35-14,*,16.0,67.0,4.19,0.0,4.0,4.0,22.0,5.5,0.0,100.0%,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,73%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
12.0,2024-12-01,12.0,13.0,29.129,NOR,Yes,LAR,L 14-21,*,23.0,112.0,4.87,0.0,6.0,4.0,7.0,1.75,0.0,66.7%,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,86%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
13.0,2024-12-08,13.0,14.0,29.136,NOR,No,NYG,W 14-11,*,17.0,44.0,2.59,0.0,5.0,5.0,35.0,7.0,0.0,100.0%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,72%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
14.0,2024-12-15,14.0,15.0,29.143,NOR,Yes,WAS,L 19-20,*,5.0,12.0,2.4,0.0,5.0,4.0,58.0,14.5,1.0,80.0%,11.6,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,45%,0.0,0%,0.0,0%,RB,Alvin Kamara,RB,,,,,,,,,,,,,,,,,,,,,,,
1.0,2024-09-08,1.0,1.0,31.087,LVR,No,LAC,L 10-22,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0%,0.0,0%,14.0,50%,RB,Ameer Abdullah,RB,1.0,28.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2.0,2024-09-15,2.0,2.0,31.094,LVR,No,BAL,W 26-23,,2.0,1.0,0.5,0.0,2.0,2.0,1.0,0.5,0.0,100.0%,0.5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,8.0,13%,0.0,0%,17.0,52%,RB,Ameer Abdullah,RB,2.0,30.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,
3.0,2024-09-22,3.0,3.0,31.101,LVR,Yes,CAR,L 22-36,,0.0,0.0,,0.0,2.0,2.0,13.0,6.5,0.0,100.0%,6.5,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,22.0,34%,0.0,0%,17.0,57%,RB,Ameer Abdullah,RB,1.0,27.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
4.0,2024-09-29,4.0,4.0,31.108,LVR,Yes,CLE,W 20-16,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0%,16.0,62%,RB,Ameer Abdullah,RB,0.0,,,,0.0,0.0,,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,,,,,,,
5.0,2024-10-06,5.0,5.0,31.115,LVR,No,DEN,L 18-34,,5.0,42.0,8.4,1.0,3.0,3.0,9.0,3.0,0.0,100.0%,3.0,0.0,6.0,0.0,0.0,0.0,0.0,23.0,0.0,31.0,44%,0.0,0%,16.0,53%,RB,Ameer Abdullah,RB,1.0,23.0,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6.0,2024-10-13,6.0,6.0,31.122,LVR,Yes,PIT,L 13-32,,4.0,24.0,6.0,0.0,5.0,3.0,14.0,4.67,0.0,60.0%,2.8,0.0,0.0,2.0,1.0,0.0,1.0,31.0,0.0,19.0,30%,0.0,0%,15.0,60%,RB,Ameer Abdullah,RB,1.0,31.0,,,3.0,-1.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
7.0,2024-10-20,7.0,7.0,31.129,LVR,No,LAR,L 15-20,,,,,,,,,,,0.0%,,,0.0,,,,,,,13.0,16%,0.0,0%,15.0,54%,RB,Ameer Abdullah,RB,,,,,,,,0.0,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,31.136,LVR,Yes,KAN,L 20-27,,1.0,2.0,2.0,0.0,2.0,1.0,9.0,9.0,0.0,50.0%,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29%,0.0,0%,13.0,54%,RB,Ameer Abdullah,RB,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
9.0,2024-11-03,9.0,9.0,31.143,LVR,No,CIN,L 24-41,,4.0,12.0,3.0,0.0,3.0,3.0,14.0,4.67,0.0,100.0%,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,49%,0.0,0%,16.0,50%,RB,Ameer Abdullah,RB,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
10.0,2024-11-17,10.0,11.0,31.157,LVR,No,MIA,L 19-34,,1.0,1.0,1.0,0.0,3.0,3.0,16.0,5.33,1.0,100.0%,5.33,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34%,0.0,0%,12.0,52%,RB,Ameer Abdullah,RB,0.0,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
11.0,2024-11-24,11.0,12.0,31.164,LVR,Yes,DEN,L 19-29,*,8.0,28.0,3.5,0.0,6.0,5.0,37.0,7.4,1.0,83.3%,6.17,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,90%,0.0,0%,0.0,0%,RB,Ameer Abdullah,RB,0.0,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
12.0,2024-11-29,12.0,13.0,31.169,LVR,No,KAN,L 17-19,*,10.0,39.0,3.9,0.0,2.0,2.0,14.0,7.0,0.0,100.0%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,42.0,62%,0.0,0%,5.0,16%,RB,Ameer Abdullah,RB,1.0,68.0,,,2.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
13.0,2024-12-08,13.0,14.0,31.178,LVR,No,TAM,L 13-28,,1.0,1.0,1.0,0.0,2.0,1.0,-3.0,-3.0,0.0,50.0%,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,26.0,39%,0.0,0%,8.0,35%,RB,Ameer Abdullah,RB,2.0,29.5,,,2.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
14.0,2024-12-16,14.0,15.0,31.186,LVR,Yes,ATL,L 9-15,,3.0,8.0,2.67,0.0,7.0,7.0,58.0,8.29,1.0,100.0%,8.29,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,46%,0.0,0%,13.0,52%,RB,Ameer Abdullah,RB,0.0,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
15.0,2024-12-22,15.0,16.0,31.192,LVR,Yes,JAX,W 19-14,,7.0,38.0,5.43,1.0,6.0,5.0,47.0,9.4,0.0,83.3%,7.83,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,43%,0.0,0%,10.0,37%,RB,Ameer Abdullah,RB,0.0,,,,2.0,28.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
16.0,2024-12-29,16.0,17.0,31.199,LVR,No,NOR,W 25-10,*,20.0,115.0,5.75,0.0,4.0,3.0,32.0,10.67,0.0,75.0%,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,62%,0.0,0%,5.0,18%,RB,Ameer Abdullah,RB,0.0,,,,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
1.0,2024-09-08,1.0,1.0,26.077,NWE,No,CIN,W 16-10,,7.0,18.0,2.57,0.0,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22%,0.0,0%,3.0,14%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
2.0,2024-09-15,2.0,2.0,26.084,NWE,Yes,SEA,L 20-23,,11.0,96.0,8.73,0.0,1.0,1.0,7.0,7.0,0.0,100.0%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,24%,0.0,0%,5.0,16%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
3.0,2024-09-19,3.0,3.0,26.088,NWE,No,NYJ,L 3-24,,5.0,29.0,5.8,0.0,3.0,3.0,8.0,2.67,0.0,100.0%,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,37%,0.0,0%,5.0,24%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
4.0,2024-09-29,4.0,4.0,26.098,NWE,No,SFO,L 13-30,,6.0,12.0,2.0,0.0,4.0,3.0,67.0,22.33,0.0,75.0%,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34%,0.0,0%,6.0,23%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
5.0,2024-10-06,5.0,5.0,26.105,NWE,Yes,MIA,L 10-15,*,6.0,52.0,8.67,0.0,1.0,1.0,4.0,4.0,0.0,100.0%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,28.0,47%,0.0,0%,5.0,19%,RB,Antonio Gibson,RB,1.0,24.0,,,,0.0,,0.0,,,,,,,,,,,,,,,
6.0,2024-10-13,6.0,6.0,26.112,NWE,Yes,HOU,L 21-41,*,13.0,19.0,1.46,0.0,4.0,3.0,24.0,8.0,0.0,75.0%,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,48%,0.0,0%,0.0,0%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
7.0,2024-10-20,7.0,7.0,26.119,NWE,No,JAX,L 16-32,,3.0,4.0,1.33,0.0,1.0,1.0,9.0,9.0,0.0,100.0%,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,10.0,17%,0.0,0%,6.0,27%,RB,Antonio Gibson,RB,1.0,29.0,,,,0.0,,0.0,,,,,,,,,,,,,,,
8.0,2024-10-27,8.0,8.0,26.126,NWE,Yes,NYJ,W 25-22,,5.0,7.0,1.4,0.0,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,19%,0.0,0%,0.0,0%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
9.0,2024-11-03,9.0,9.0,26.133,NWE,No,TEN,L 17-20,,1.0,-1.0,-1.0,0.0,1.0,1.0,12.0,12.0,0.0,100.0%,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12%,0.0,0%,0.0,0%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
10.0,2024-11-10,10.0,10.0,26.14,NWE,No,CHI,W 19-3,,5.0,26.0,5.2,0.0,0.0,0.0,0.0,,0.0,0.0%,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11%,0.0,0%,2.0,7%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
11.0,2024-11-17,11.0,11.0,26.147,NWE,Yes,LAR,L 22-28,,4.0,18.0,4.5,0.0,1.0,1.0,2.0,2.0,0.0,100.0%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17%,0.0,0%,5.0,19%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
12.0,2024-11-24,12.0,12.0,26.154,NWE,No,MIA,L 15-34,,6.0,31.0,5.17,0.0,2.0,1.0,14.0,14.0,0.0,50.0%,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,43%,0.0,0%,7.0,25%,RB,Antonio Gibson,RB,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,
